Puzzle	Elapsed Minutes	Estimated Minutes	Difficulty	Improper
912..5....6.9..7......8....2...37..1....1.3.5.......6...78..623...5...7..4.......	9.55	6.12	0	0
69......1.....8..3..42..9..4...8..76.........51.....3...94.68..7....9...8.......5	4.30	6.62	0	0
2.......1...2...6...9.6.5.8.....4.9...8...1...427.....7.6.413...9...8.5.........9	14.37	10.22	1	0
..........23...51...9256....3.8.5.4.............942.6...7.394...1....82..........	12.55	10.30	1	0
.86...2..9.......3..34.98..43...8.9...........9.3....6..56.74..8.......7.4.....2.	12.84	5.94	0	0
...9...183825....9.6.......5..4.9.......1.2.........46.4...6......3......5..4..71	4.31	5.97	0	0
917.6..84...73.....8.....6...4.1....89.....7.......2..7..3..6....9......4325..8..	6.19	9.38	0	0
.5....67......3......5.1.....7...8...8.3.7.16125...4.....4......7.....9.4.9...751	4.96	3.79	0	0
.6.....7..915.....4....2........4..9..98.71..7.........1.6..........134..38....5.	8.03	7.85	1	0
.752.134..4.....6...6.4.7.....7.9.....96.51...2.....5....9.3....34.8.67..98...21.	5.09	3.09	0	0
.4.2...13...8......1..4..6.....6.48.......9..56..9.....9..52...7.........2.41..3.	14.16	5.61	0	0
..198..7...2......65.3..4....4......8....47....7.5...2..8.9....2..87...9.....3.6.	10.35	5.08	0	0
.6..4..2.5.8...4.9..17.95....79.38............5.2.8.7....3.5...4.5...2.6....9....	5.23	4.51	0	0
.3.7........2...8965..94.3.7...8....5.......6....764.5...1...6794............2...	5.17	4.04	0	0
.4.....6.7....43.55.1.6...7...4.3....76...41.....9.......536....3.8.1.....2...5..	4.20	5.33	0	0
..........6.2.3.188...7...3..39.41.............53.16..2...8...669..1..74.........	4.85	5.44	0	0
.427..1.....4...2..5......4...1...5.9...5....3....6..9.7.......5...6..8...93.82..	14.42	8.06	1	0
...3.5..41.....5..5...78.63..6...9.82..9.......14...37..5..1......6......7..4....	9.70	6.07	0	0
..4...3...53...71....538...9.61.52.3.3.8.9.4.1.83.45.9...651....61...93...2...6..	6.63	4.52	1	0
.6.4..7.88.......9.3...9...7...15......9...2...87..3..3....2.9.....4.6.21......4.	20.35	9.59	1	0
...84...7.2.3.......6.9..........96.7..53.8....9..6.5.1........8..7..19..7...4...	4.67	5.88	0	0
5...3.2..214...........9......9.7....48....9....1....6...5..3...2....45...1.46..7	38.53	13.61	1	0
....7...5..4..9..83..1...9..6.8..43......7....2.6...592.3..8....8.3..1..9...2....	16.00	11.36	1	0
.7..8.9..6..5.9.......6...3.8.....377.4.931...3..1....2...7.......9...42..62...8.	10.88	14.05	1	0
.549.3.......7....7.1......4.....7.863.....94..5...2..3.....5.1....9.....2.1.536.	4.45	4.12	0	0
4.1.............327..2.8......1.3........2.....34..7.9......2....4.16..55.7...31.	8.07	9.20	1	0
..23..5.4...........3..6..9.........56...372..1..9.....7.5.1.6....8.42.3.........	18.43	7.69	1	0
..84..56...2.7...3.....2...47...63....6.13...........19..86...7.3.....28..7......	6.76	4.38	0	0
5.2...6.7..........93....8.4..3.9..237..1..69...7.......4..28....18..2...5.....1.	7.13	5.80	1	0
....6..1.......8235.8.1....3...79..64.......16..85...2....9.6..937.......5..8....	11.38	6.72	1	0
..213..8.8....7.....9...4.6.8...5..46.......22..8.4.7.1.3...7.....9....8....516..	8.63	9.31	1	0
...1.5...9.......2.63...5...9...8..1..5...3..8..5.3.2..89...73.7.......5...3.1...	14.53	7.97	1	0
6....1.749.....1...1..5...61..7.9.....3...9.....5.4..32..36............1.6.4..2.8	11.52	6.85	1	0
38.9..5.........7....516...4..72.1.............2..3..9.592.8....2.........6..9.35	6.76	5.56	0	0
...4.7.......6.......8.1....1.9...3...2.3.6..7....2..4.45...27..3.1.5.9..9.....6.	24.08	8.97	1	0
4.......29.1.8.5.765......8.2.....1....1.9..3...5.2....4.65..8...7...3...6.....4.	8.83	5.76	0	0
.1...8..55...2.....6.4...29..5...9..28.........4...6..63...7.1.....6...7...83..6.	5.02	5.36	0	0
..2..6.4..3.5....8...72.9...9...2..3..8.6.5..6.....89.....9...19....5.7..5.2.....	3.92	6.41	0	0
.6....8.2.3....5..5.4.....78.2.96...9...1.....567.2........8.23...4...8.....537.1	17.23	8.64	1	0
.8....27.1...43..84......9..78.6.....9...2.4.......1...1.6....95..37.8...........	7.20	7.52	0	0
9........4......98.62...7.....3......571.9...19..64........61......358.6...48..29	22.37	14.09	1	0
.47...1.......4..36.....9...5....3....98..6....3.4..7.8...23..97..6.......1...28.	17.08	9.64	1	0
43.1.5.79.........5.7.3.1.225.4.6.87.........68.2.7.538.4.7.3.5.........31.9.4.28	3.44	2.18	0	0
...........4....1335..7.8.9.6..87...7.13.4......59..6.1.5.4..3898....5...........	17.52	9.13	1	0
5.48....3.6..1...53.2.........6..2.9..34..75..7.........1......9...8....8..5.74..	5.54	3.89	0	0
...2.3...3...1...66....8.5....4....7..39..6...4.3....57.6...2...5...48....8.9....	7.92	6.79	1	0
9.18.5.....2..4..1..6.........23....1.......2..4.81.3.......71.4.96..5.....5..8.9	8.47	8.80	1	0
.9..........4.....52....839..62.37..7.......1.53...46....328..5.............9.14.	5.66	5.55	0	0
...7.8...7.24.93.89..6.2..1.81...67.4...6...5.7.....1....9.3....47...23...9...1..	4.28	3.09	0	0
2..4.6.5...7.......8.71......429.6..9..58..4......4.15........8.1........768....9	6.83	4.78	0	0
...1.9....98...2.3.......5........724..6.5.3183..4.....5...8...126..35.....4.....	9.87	4.21	0	0
..32.46..9.......1.8..7..2..4.1......6........5.6.9.......9..7.5.......91.4..35..	13.18	8.18	1	0
...3.1...3..629.5.1.8........6....3...5..398......42...7..5...6.......2...9..2...	6.61	6.58	0	0
8..1.4..61.......72.......8...7.9....6..5..3..7..42.9..2.....7.7....6..9..8...1.5	11.28	6.61	1	0
.4.2......2......563...1.8945....7.....3.2.....2.....618.5...3.5.6....1......6.9.	8.53	4.77	0	0
7...4.8.51.......3..53.9.....78.........1.....86..324....7..9..9.......84.2...1..	8.12	5.99	0	0
..42..19.2..1......3.....46....9.6.....3.8...728.4....8....9..3........5.51..34..	5.13	4.97	0	0
.....3.....1.6.7..9.35.1....6..5.....4.38...2...9..5....5....2...7..21.8........3	14.63	5.56	0	0
...8.2......6..1....59.42....6...81.4........71.....6..5..3..9.1.......2..32.94..	14.70	12.57	1	0
............3.5..6.41...38.72.9...3..........6..8.1.49.38...2..4..6.3..5.........	6.81	6.22	1	0
..56....2.7.5....3..62...984...8.1.............7.2...9938..76.......6.3.1.....9..	5.19	5.34	1	0
2...3...67...1..25...8.2.........3...48...1...621.985.6..4....1....9.....9.....4.	7.86	4.96	0	0
8.9....737.59........2........3.651...1...9...87..4...4...39........56.26.......5	6.34	4.20	0	0
297.......8..4.9.....82..6.6..23.1..9....4.............4.15...35........3.2...8.9	5.40	5.50	0	0
......4...7...6.......3291...4.8.65.1....9..45...7....68......331..9......7.53..8	7.38	5.32	0	0
..3....9..87.4.3....6..92...91.....6...1.3...5.....7.....7..4....5.3.18..2.4..9..	21.70	7.25	1	0
.4..28...8.2..54...5....1...713.9....2.....8....4.291...7....6...89..2.5...86..9.	6.43	3.49	0	0
.29...1......39.54..42....66..8.27.3....6...1.4......8.6.......9......8.2..1....5	8.99	6.35	1	1
..6..72.3...4.51.......2...2....6..81.....5.4...8....1...9.1..74.52.......8...3..	13.48	4.00	0	0
.....6..3.....891...9.....4.......58......2..548...6.1.9...3.2..5.9.....7..4.2.3.	4.83	5.79	0	0
...3..5...4.81.23..78.2.1.........13.13...89.6..........4.9.3...61.7..4...7..4...	12.11	7.84	1	0
.4.1...3...2...91.....5.....14....6....7.3....9....35.7...2...8.63...24......9...	8.27	6.97	1	0
..4....371.5.3.....7...4..5....63..8..3.1.4..92..8....7......2.....7.8..53....1..	4.45	4.00	0	0
........18.3.....4...1.2......4.8....65.....91.......6...5.6....41....3...9..12.7	4.82	5.39	0	0
...6.2.9.5...7183.....5.....8....7.5.7.9....4.......6.2.5.3......78..4...6.......	6.85	6.60	0	0
3....5.....41...3.26..47......7....4.1...69......5..72..6...4..5...6...9.89...36.	19.69	12.32	1	0
.....9.1..473.6.9.9...4.....8...........149.5...9...8...8.2....7.5....21.6....5..	19.37	7.56	1	0
..4...317...51.8....2.....48....2....458.163....3....13.....1....8.79...591...2..	3.56	3.42	0	1
.1.67....3..8.52.......2.1.94.....6.2...5.3.4.35..48...9..23..5..35.........9.1..	22.28	11.87	1	0
.5.4..2..3......8..7..26.1382...5..6.........5..3...2843.67..9..9......2..6..1.3.	21.02	12.43	1	0
1.....6.7.4.2.3.5..7.....39..4697..............713....52.....6..9.3...2...6.....1	4.62	5.15	0	0
4.5.9.1.27.15.38.9..........428.591.....6.....173.965..........2.36.74.19.4.5.3.7	3.02	2.60	0	0
...4.5.....8.......47...91...65.37.....719.....1..28....39.468...4...3..8.......5	3.79	5.57	0	0
3..8...42...6..13..........4....56.1.....152....98.....7..3...968..5....1..7..4..	20.10	7.01	1	0
6....4.5945..6..2....72....5.....1...97...26...3.....7....97....2..8..4331.5....8	3.26	3.50	0	1
...........487.....6....2.1.45...1...8...9.73..1.6.9..5.27.84......2......8.4....	14.47	6.60	1	0
5...1.8.9.7.9...4...4..3....21..4...9..3.8..1..7.21...4...3..1.............5..69.	10.05	5.73	0	1
.2.4.3.5....2.7...54.....21.63...94..........1.......2.........23.9.5..7...7..6.9	4.86	4.23	0	0
.1..3.......6....32..9...58....5..97..4...2...8....51..2.....3.7....1...9...7.4..	13.44	7.09	1	0
.2.4..53......1....513..4.9..5...74..8..2....7.3.6....9.....8.7...1.........75...	6.12	5.16	0	0
31......8..817......5.84..2..491.........514...1..3.25.....829.83......6.69..2..1	3.13	3.21	0	0
.....3.7....56.2.....4.1....6......837...8......1.65..53....4.2.9.....8..86..539.	33.57	12.44	1	1
......124.....9......81..7...9...3..3.2....95.5......69..6...8.2.6.7........236..	6.76	6.07	0	0
59.....27163....4......1.9...8549........6......13.......9.....7.....86385.....79	7.54	4.53	0	0
91.....7.........9...87..4..859..3..6..4.3..2......6...2..38...8...............67	18.13	8.28	1	0
.1.....3...79.....9..5.....12..3.........428....25.1.....46..2.68......97.....84.	15.21	8.44	0	0
.4296.....8.2...63........1..4....792........8.....6..6..8.....32...1.8.....2.73.	14.35	8.96	1	0
...4....5.1.6....9....35..66.5.7.4.1..3...7..1.4.9.6..3..24....2....1...4....3...	4.69	3.76	0	0
.6.....9..2.1...6.7..4.3..15..2.9..7.........1..3....64..5....2.8.9.2.4..1.....7.	12.99	7.66	1	0
.....865.3....94......1....56.........49.1.....8.4..76....5..31..71....8.36......	6.23	7.26	1	1
...38..4......7.1...41.52..6...3...554.....2...27..6....7...1...9........1.6...73	11.70	9.03	1	0
....9.5...39...1.....3.8.....52.643...........4.5.182.8..1.5..4..2..795...4.2....	10.08	5.68	1	0
..6...5...259.3.4..9.8.4.1.9.......5..3.2.1...6.....9....7.2.....1...7...8..3..5.	5.72	5.91	0	0
..1.3....56..2.3...7...4..2.57......3......9.......41.1..7...8..869...53....1.7..	9.46	9.37	1	0
.2..35.86...........34......6..1..979....6....78...1....6..7.1....2....57...53..4	47.39	24.62	1	0
....5.....5.1.94....24...3..74.6.12..........3.......89...1....2.13..69..67.....4	14.06	8.72	1	0
.3.9.6...75.3............6727.....841...9..........6...2...5..1..84....5...8...4.	6.80	5.39	0	0
...2.4...6...17..5.3..5.82..49...61...........57...9...98.3.1..4..875......9.....	4.57	4.41	0	0
1........7..3...21.24........15..6.8...1.9...2.5...7........46.38.9.4..7........2	19.70	8.49	1	0
.........318....6.46..7.3.8........9....35...2.798..1...4..........5.7.4.5.2..93.	9.93	7.03	0	0
...2.179.8...76.1..........92...84.1.6.7...2..8.......3.912...6....5.3......8....	21.65	7.37	1	0
..4...3...9.....1..2.8.4.7....372............37.6...9...8...5...5....93.7.6.8.4..	16.38	6.32	0	0
..5.4...62...1.3.7.1..6......3..1.9.8.96...5.....9..3..9...7..1.2.1.34...5.....7.	3.30	3.21	0	0
..9.....735.9..4...7......2..361..8....3.5....9..843.......6.....6..7..81.....5..	14.11	11.10	1	0
37.5....66............3187.9...8...2..74..6....4..2.5.....5..9...6..97.84..3.....	22.29	12.68	1	0
9.......1....5......67.14...1.6.5...69.....12...3....78..4.3..5.........573...28.	6.50	4.97	1	0
..13.86........7..26......4..62..8...........1.95.73....5...1..4..9.6..5.3.....4.	11.01	5.87	1	0
...2.........57.26...8..35.......5...57....6364..8.2..2.........64.19...9..53..4.	25.82	10.61	1	0
.94.6.28...15.89.....9......1.6.3...4.27.96..........71.......6.2.....5.6...4...2	13.01	5.69	0	0
1...9.5.4..4.......9.1...639..71.....4.8.5.3.....39..526...8.9.......3..3.7.6...1	3.14	3.54	0	0
..35..94..9.....2......4....683.245......8.....4..627....8.9....8.....3..51..3.6.	6.99	4.75	0	0
.9............7..2..3.5..41......124..5.9..8.........6...3......8796.....39..481.	5.17	6.16	0	0
2...4...6.....6.1.7...25.9...64...8..8......9.7.8...35.1...49....9.7.....54.8.6..	10.18	5.60	0	0
2.7.5...94......8.6....12..1.56.......21.8........57.6..13....2.3......85...4.9..	15.02	6.96	1	0
....8...2.83..4...2..1.3.....9...6.5.48...97.7.6...1.....4.8..7...2..51.8...9....	10.86	6.57	1	0
..........7..9..6...32.617..3......4..9..82..51.....97.271.9.3..4..2.75..........	11.62	5.77	0	0
.1......8........3.62.9..7...1...4....4.....9.7..58.1.2....1.9...9..2....4..6..57	15.54	15.77	1	0
.........75..91.63...6.3.1..15...42...........23.6.87..7.3.6.5.23..79............	11.19	7.10	1	0
.7..8....8...9.2..6..7..1....3..5.1.1......9...763.8...54..3..9....4..........5..	12.21	6.04	0	0
....7.....97.5.68.5..1.2..3..........5..8..6....6.1..2..8...2...3.9.7.5..2.....47	11.10	7.23	1	0
8.........7..96.8.1.9...6.2.....72.....531.....84.....9.4...1.6.5.27..9.........5	8.48	5.72	0	0
19....4....6...2....37....592....7......1..9...5.6.......8...5.6.2....49..75.....	10.71	7.07	1	0
...823............26.....41.18.35.9..2.....8....6.1.2....4.7....7.....151.9.....4	8.88	6.66	1	0
3..2.1..9.7...3....6.....1.4.....9.3.........1.7...5...2..1.....3.8.2.6.8..9.4..7	12.36	8.94	1	1
....9.....8....36.4..85.....74..261..........6.......3..3...1..52..6...8.4.7.3.59	4.38	7.10	0	0
..3...17.......9......9...45..9.1.2.9.......1..4....6..7.21.8.6..83......3...6...	10.32	4.79	0	0
...1648...1....7....2.....58...45...5.......9...37...64.1...9....7....5...8451...	5.31	3.34	0	0
.736.594..1.....8.42.....563..1.8..2.........6..9.4..813.....75.6.....1..984.162.	2.54	2.21	0	0
.4.2.3.6...89..4...1.....3.2..8.4..9..3...1..9.63..8.5.2.....1....4.5............	10.86	5.72	0	0
.1.....2.79.6...84...5.8......1.3...36.....72..8...3...2.....6.4.......99...6.4.5	7.86	4.35	0	0
..9...6.....8.....6...7...9..79.54...6.........5...38..1.3.4.56....91....8....24.	3.59	4.49	0	0
95..18....6....5.....6...874.5.........7.3.......6.1..19...6.....2....7....39...2	19.34	9.26	1	0
..3...48.8..6.....17.....6.39.........4...2...8.51.......79...12....56......2.34.	18.28	5.89	0	0
.........67...5.4...3.6.9....4..2..1.38...79...59.1..3..6...2..4..2.8.15.........	7.04	5.85	0	1
....17.4.4...........5.97..5.6...9..3....1..6.19.3.2.5..86..1.......8..4.2.1.....	9.95	7.80	1	0
.4...29.69...5...7...9...5...1...57..6......2.......4.7..1.......85.6...61..4...3	16.57	10.96	1	0
96.45.3...1.....6528.......6..12.43..31.8.......73....89.2..17.....41.8.......65.	2.91	3.28	0	0
.....4......5.2.7...2.96...478....5...3...2...6....14.3..82.4...5.4.7......1.....	4.45	4.83	0	0
.2..5..638..3...1.......9.2.89.1..4....5.86..3.6.......3..45.9.9...2.4.1...1.....	36.17	19.44	1	0
....4....81...3.....687...94.57..9......2.8.........37...26...1.51..4..26.7......	12.54	6.99	1	0
.612..4.....6..9..8......5.....9..2.6...4.3.1.1.38...9.4.......2.6..5.....7..356.	14.09	14.41	1	0
..5...7.....7.3.1..7...2.6..58...1..1..8.4..6.69....5..8...1.2..3.2.5.7.......3..	8.91	5.01	0	0
5..9.....3.....9.8.7628.........2.........41...3..47.56..8.9.2.4.....56...176....	4.00	3.06	0	0
.......5..42..1...1..3..94..8....6......54..935.......2...7......9....627..41....	4.72	4.77	0	0
..13..2...........3...897.47..9.5..1..2...5..9..6.8..3..95176.............7..63..	19.20	6.71	0	0
...3.1..95....9....6.....7.2.......1...1.4...4.3...5.8.4.....2.7..2.3..51..5.8..4	18.41	10.37	1	0
.......5.8.523......61...3.....2.3....39.182...1.6.....18...4......457...4.......	61.20	18.75	1	0
.8..1....2....46....4..31...794....28........62.....8...59.........57....6..8...5	5.70	6.34	0	0
...4...3.....3.59.5...2....8......6...5.....3....761..68......2.9.2...1...2.914..	10.47	6.17	0	0
...1.9.......2.4..6.1...8.75....8..28.......39..3.4..8..35.6.....8.3.1.....7.....	11.82	4.49	0	0
..7.....32...8..54...6...8....1..7..31..7..48..6..9....3...4...72..5....6.4..38..	12.06	10.11	1	0
31...8..6.4....5..7..5.3........7932...4.5......2...6...3...2....2....9..7..5....	8.74	7.10	0	0
1..2.65.4.37..48............2.....93.........74.....2....9.8....8.4..2..4..6.29.5	15.24	14.29	1	0
.4.3.5...8.......3.5.....8..6.1.3.9...7...4...3.4.2.5.3.69.78.29...........6.4...	3.12	5.62	0	1
....5..6......6....35.2.1..58.....2.9.4...6.3.2.....84..9...31...31.5..9.1.4.....	5.17	3.91	0	0
.3..1....24.....3.7.......647.3.6..9...9.7....2...4..5........361.....74.9..7.1..	11.80	7.48	1	0
..3...7....825.3...6........7.6.1.3..1.9...6.......9....7.9.8....1...5...9.8.4.2.	10.60	6.95	1	1
...3.8..7..897.5...1..5..9.46....9...59...4..2......51.3.49......7..6...1....7...	20.51	6.85	1	0
..69..2...4.52....1......7446....3.2.8...6.......3..4.2..1....6..8..9..1..13...9.	12.87	13.03	1	0
.3..67....6.......7..8......8.9..65...9.7.4...42..1.9......9..1..5....4....28..3.	7.06	5.44	0	0
.52...43..7.4.1.9.....2.......2.8...2.51.68.371.....2414.7.3.52............6.4...	3.95	3.66	0	0
...864..1..8.1...5.6.......6....2.874....32.....19.5......29......6.....79......4	25.62	7.86	1	0
2...8..96.8....2.1.6.9............24.2.3.6.1.47............93..1.7....8.93..6...2	3.57	4.48	0	0
..3...976....71........23......9.52...6.2..4.93.8..7..........81.....69..8.2...5.	6.78	4.34	0	0
..43..67...3.......5.1....4..247..38...8.3.5.....9....7......463..54......6...9..	2.95	5.42	0	1
5.2....97...5......9...26....7....8.82.......9.4..7..2..68...7...832...13....5...	6.18	5.32	0	0
.1.6...48..41.5.3..........76......1.....67......5....1.5....89.8.....14.9...25..	10.11	9.82	1	1
2.6....1..8..6.75.5....1.....2..7.683...9...767.1..2.....9....3.69.8..2..2....9.5	12.24	5.66	1	1
623........8..1..3.5.8............8.3..4.9....8..2.3.4.....4..6.62....17....578..	5.14	4.79	0	0
8....63........8..93..17...6...7.......1.26........5.1...3...62..4......5.16....8	4.18	8.27	0	1
..64..8.7.......6...8..3.9.9.3..27...7.1......1...8..52..7.5..4....9.2....4.1....	7.58	6.93	1	0
.915.....5.......9...14........934.6..24........6..1783.6....82.....6...8.4...3..	6.56	3.40	0	0
.9.8...1...2..4...7.......9..74..5...5.....8....3.21..9.......3..37.18...8...6.9.	4.44	4.88	0	1
..91....7......3....4...1....16..8..5.6..1..384.......21735...4.5...........62.5.	7.42	6.40	1	0
.7..3........6.8..4.95...3.....49.8.3....8.5..8...26...6......1.5.4.....7...2.5.3	7.96	5.46	0	0
.8....13.9..1.3..8..36.82.....926.............78.4..2.5.......9.49...35.3.......2	7.92	6.65	0	0
6..2....52......84....7..1...95.86.............2..93......1..6.5.......79..3.4..1	10.20	6.84	1	1
..9.8.1..8.......656.7.4.....43218.............35.84..42...7.959.......1....3.2..	25.07	9.38	1	0
.5.6..9.4.4.51...6.....93.....4..63.....3.....1.....8.76..8........5.1...35...2.9	10.82	7.70	1	0
7......358.3..6.2.......41..451......6.8.4..993...........935....2.8.7.4...54....	4.20	3.59	0	0
4..78...1..9..5...18..6......295...3..7..8..5.......9...8...7..9.5....2......46..	7.07	4.09	0	0
...6..1......31.671.8....3....7..84.4.......1.9...3....3....6.487.39.........2...	8.65	6.38	1	0
.....4..62.57........6..13...1.....3.4...791..5.3..6....2..9....1....49.7..2..3..	7.70	4.90	0	0
1.......66....9..3.5.2.3.9....7.5..4..7..69.....3.1...91.4...75.6.....4..........	10.74	5.40	0	0
..58.....4..2..85.......4.3.8...63..91.5..2..6.7......8.......714.96.......3.8...	7.69	5.44	0	0
......58.8..7..92.3.1....7....9.......8.3.692....6.....3...2...92...7.5......1...	6.50	4.64	0	0
...326....48....2....5.....3...1...99.......8..7.....6.5...7.3..94...1.....8.4...	10.63	7.10	0	0
..79..5..6.8...2.4..........6.5.4.2....7.2....25..637..........9.62.18.3..26.37..	5.12	3.85	0	0
..53.84..8...2...7..69.42..76.2.9.15.........58.4.7.39..17.59..9...8...2..81.25..	2.96	2.47	0	0
....6....6.5....7..2789.5..4........2.8.....3......18...9..1.5..4.2.78..1...8....	11.61	9.45	1	0
.9.....2...3...7....761.3...4..9..5...9.7.8...3..2..1...6958.....4...2...1.....8.	6.10	5.56	0	0
....5.69...4..1.3..3.2...7...7.3.1..1..7...6.6......4.3..9..2..49..78............	6.46	6.74	0	0
...6.3...6.87....9.......1...4...2...128..37...5..74......9....5.7..6..2...2.4...	9.84	7.84	0	1
...6....5.9..8...4..7.1..9.........7..3...68.1.........79.4.1..52..7..3.4....1.78	5.65	6.74	0	0
92.4.6.......7.....3.2.9.5.59.....43.........24.....79.6.1.2.9.....3....1..6.5.2.	13.56	9.24	0	1
73...89.1..9..1..58......4..7.5.3.......6...3.......2..9......23..9..1..6..72..9.	14.92	8.44	1	0
...8...72....7..86.7.4.1..3.54...2...28....5...9.5.3.85...68....6..92...2.7..5.3.	3.35	2.48	0	0
